"name","length","assignment","rule","support","begin","end","type","pure","pure_support","pure_inner","pure_outer","scan_best_support","scan_assigned_support","scan_assigned_nosupport","scan_best_profile","scan_assigned_profile","crf","crf_support","crf_inner","crf_outer","crfscan_best_support","crfscan_assigned_support","crfscan_assigned_nosupport","crfscan_best_profile","crfscan_assigned_profile","major_id","minor_id"
"19-03228_PRRT_20","1026.0","Recombinant","2d","","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype D","41.0","0.82","40.18","0.429","0.143","0.857","D D D D A1 A1 A1 A1 F1 F1 D F1 D G","- - D D - - - - - - - - - -","HIV-1 Subtype D","21.0","14.0","7.0","","","","","","",""
"19-03229_PRRT_20","1026.0","HIV-1 Subtype A (A1)","1a","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","81.0","19.0","1.0","1.0","0.0","A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1","A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1","HIV-1 Subtype A (A1)","99.0","44.0","55.0","","","","","","A1","A1"
"19-03390_PRRT_20","1026.0","HIV-1 Subtype A (A1)","1b","94.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","94.0","0.0","94.0","1.0","0.286","0.714","A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1","- A1 A1 A1 A1 - - - - - - - - -","HIV-1 CRF 35_AD","100.0","17.0","83.0","1.0","0.786","0.214","35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD","- - - 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD 35_AD","",""
"19-03478_PRRT_20","1026.0","Check the report","6d","","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype D","57.0","0.57","56.43","0.714","0.214","0.786","D D D D A1 A1 A1 A1 D D D D D D","- D D D - - - - - - - - - -","HIV-1 Subtype D","19.0","17.0","2.0","","","","","","",""
"19-03479_PRRT_20","1026.0","Check the report","6d","","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype D","50.0","0.5","49.5","0.786","0.429","0.571","D D D D A1 D D D D D D F1 D G","- - D D - D D D D - - - - -","HIV-1 Subtype D","24.0","21.0","3.0","","","","","","",""
"19-03622_PRRT_20","1026.0","HIV-1 Subtype B","1b","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","1.0","99.0","1.0","0.714","0.286","B B B B B B B B B B B B B B","B B B B B - B - - - B B B B","HIV-1 Subtype B","64.0","64.0","0.0","","","","","","",""
"19-03662_PR_20","522.0","HIV-1 Subtype A (A1)","11","98.0","1823.0","2344.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","98.0","63.0","35.0","","","","","","","","","","","","","","","",""
"19-03734_PRRT_20","1026.0","HIV-1 Subtype A (A1)","1a","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","1.0","1.0","0.0","A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1","A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1","HIV-1 Subtype A (A1)","100.0","54.0","46.0","","","","","","A1","A1"
"19-04192_RT_20","666.0","Check the report","10","","2183.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype G","97.0","21.34","75.66","","","","","","","","","","","","","","","",""
"20-00004_PRRT_20","1026.0","HIV-1 Subtype B","1b","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","7.0","93.0","0.929","0.714","0.286","B B B B B B B B F1 B B B B B","B B B B B - - - - B B B B B","HIV-1 Subtype B","54.0","41.58","12.42","","","","","","",""
"20-00005_PRRT_20","1026.0","HIV-1 Subtype C, potential recombinant","3c","13.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype C","13.0","0.0","13.0","0.5","0.286","0.429","D D D D C C C C C A1 C C D D","D D D - C C C C - - - - - D","HIV-1 CRF 10_CD","75.0","8.0","67.0","0.571","0.143","0.857","D D D 10_CD C C 10_CD C 10_CD 10_CD 10_CD 10_CD 10_CD 10_CD","- - - - - - - - - 10_CD 10_CD - - -","",""
"20-00007_PRRT_20","1026.0","HIV-1 Subtype B, potential recombinant","2c","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","1.0","99.0","0.571","0.5","0.5","B B B B B B F1 F1 F1 F1 F1 F1 B B","B B B B B - - - - - - - B B","HIV-1 Subtype B","53.0","28.09","24.91","","","","","","",""
"20-00009_PRRT_20","1026.0","HIV-1 Subtype B","1b","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","6.0","94.0","0.929","0.5","0.5","B B B B B B B B D B B B B B","B B B - - - - - - - B B B B","HIV-1 Subtype B","68.0","63.0","5.0","","","","","","",""
"20-00013_PRRT_20","1026.0","HIV-1 Subtype B","6a","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","6.0","94.0","0.786","0.571","0.429","B B B B B B B F1 F1 F1 B B B B","B B B - - B - - - - B B B B","HIV-1 Subtype B","97.0","97.0","0.0","","","","","","B","B"
"20-00022_PRRT_20","1026.0","HIV-1 Subtype F (F1)","1b","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","100.0","2.0","98.0","1.0","0.643","0.357","F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1 F1","- - - - - F1 F1 F1 F1 F1 F1 F1 F1 F1","HIV-1 Subtype F (F1)","45.0","45.0","0.0","","","","","","",""
"20-00023_PRRT_20","1026.0","HIV-1 Subtype B","1a","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","10.0","90.0","1.0","1.0","0.0","B B B B B B B B B B B B B B","B B B B B B B B B B B B B B","HIV-1 Subtype B","78.0","66.3","11.7","","","","","","B","B"
"20-00025_PRRT_20","1026.0","HIV-1 Subtype B","1b","93.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","93.0","0.0","93.0","1.0","0.357","0.643","B B B B B B B B B B B B B B","- - B - - - - - - - B B B B","HIV-1 Subtype B","41.0","21.0","20.0","","","","","","",""
