"name","length","assignment","rule","support","begin","end","type","pure","pure_support","pure_inner","pure_outer","scan_best_support","scan_assigned_support","scan_assigned_nosupport","scan_best_profile","scan_assigned_profile","crf","crf_support","crf_inner","crf_outer","crfscan_best_support","crfscan_assigned_support","crfscan_assigned_nosupport","crfscan_best_profile","crfscan_assigned_profile","major_id","minor_id"
"18-03362_ENV_20","438.0","HIV-1 Subtype A (A1)","11","99.0","6518.0","6958.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","99.0","78.21","20.79","","","","","","","","","","","","","","","",""
"19-00521_ENV_20","441.0","Check the report","10","","6518.0","6964.0","Human immunodeficiency virus 1","HIV-1 Subtype D","88.0","5.28","82.72","","","","","","","","","","","","","","","",""
"19-00701_ENV_20","441.0","Check the report","10","","6518.0","6964.0","Human immunodeficiency virus 1","HIV-1 Subtype D","89.0","3.56","85.44","","","","","","","","","","","","","","","",""
"19-03228_ENV_20","547.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype D","84.0","0.0","84.0","","","","","","","","","","","","","","","",""
"19-03390_ENV_20","532.0","HIV-1 Subtype A (A1)","11","97.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","97.0","36.86","60.14","","","","","","","","","","","","","","","",""
"19-03478_ENV_20","568.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype D","89.0","7.12","81.88","","","","","","","","","","","","","","","",""
"19-03479_ENV_20","553.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype D","80.0","0.8","79.2","","","","","","","","","","","","","","","",""
"19-03622_ENV_20","532.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","68.0","32.0","","","","","","","","","","","","","","","",""
"19-03662_ENV_20","535.0","HIV-1 Subtype A (A1)","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","98.0","98.0","0.0","","","","","","","","","","","","","","","",""
"19-03734_ENV_20","538.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"19-04192_ENV_20","553.0","HIV-1 Subtype A (A1)","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","98.0","28.42","69.58","","","","","","","","","","","","","","","",""
"19-04225_ENV_20","441.0","HIV-1 Subtype A (A1)","11","98.0","6518.0","6961.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","98.0","75.46","22.54","","","","","","","","","","","","","","","",""
