"name","length","assignment","rule","support","begin","end","type","pure","pure_support","pure_inner","pure_outer","scan_best_support","scan_assigned_support","scan_assigned_nosupport","scan_best_profile","scan_assigned_profile","crf","crf_support","crf_inner","crf_outer","crfscan_best_support","crfscan_assigned_support","crfscan_assigned_nosupport","crfscan_best_profile","crfscan_assigned_profile","major_id","minor_id"
"20-01978_PRRT_20","1026.0","HIV-1 Subtype B","1b","99.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","0.0","99.0","1.0","0.786","0.214","B B B B B B B B B B B B B B","B B - - B B B B B - B B B B","HIV-1 Subtype B","50.0","22.5","27.5","","","","","","",""
"20-01980_PRRT_20","1026.0","HIV-1 Subtype B, potential recombinant","2c","90.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","90.0","0.0","90.0","0.5","0.286","0.714","B D D D B B F1 F1 F1 F1 B B B B","- - - - - - - - - - B B B B","HIV-1 Subtype B","33.0","12.21","20.79","","","","","","",""
"20-01984_PRRT_20","1026.0","HIV-1 Subtype B","1b","95.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","95.0","0.0","95.0","1.0","0.429","0.571","B B B B B B B B B B B B B B","- B - - B - - - - - B B B B","HIV-1 Subtype B","55.0","27.5","27.5","","","","","","",""
"20-01987_PRRT_20","1026.0","HIV-1 Subtype B, potential recombinant","2c","89.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","89.0","0.0","89.0","0.643","0.143","0.857","B B B B A1 B A1 A1 D D B B B B","B B - - - - - - - - - - - -","HIV-1 Subtype B","36.0","13.32","22.68","","","","","","",""
"20-01990_PRRT_20","1032.0","HIV-1 Subtype G, potential recombinant","2c","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype G","100.0","0.0","100.0","0.5","0.357","0.643","G A1 A1 G A1 A1 A1 A1 A1 G G G G G","- - - - - - - - - G G G G G","HIV-1 CRF 14_BG","13.0","0.0","13.0","","","","","","",""
"20-01991_PRRT_20","1026.0","HIV-1 Subtype A (A1)","1b","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","0.0","100.0","1.0","0.643","0.357","A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1 A1","- - - - A1 A1 A1 A1 A1 A1 - A1 A1 A1","HIV-1 Subtype A","0.0","0.0","0.0","","","","","","",""
"20-01992_PRRT_20","1026.0","HIV-1 Subtype B","1a","97.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","97.0","0.0","97.0","1.0","0.357","0.643","B B B B B B B B B B B B B B","- - - - - - - - B - B B B B","HIV-1 Subtype B","72.0","51.84","20.16","","","","","","B","B"
"20-01993_PR_20","522.0","Check the report","9","","1823.0","2344.0","Human immunodeficiency virus 1","HIV-1 Subtype B","60.0","3.6","56.4","","","","","","","","","","","","","","","",""
"20-01994_PRRT_20","1026.0","HIV-1 Subtype B","1a","99.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","0.0","99.0","1.0","0.5","0.5","B B B B B B B B B B B B B B","B B B - - - - - - - B B B B","HIV-1 Subtype B","72.0","49.68","22.32","","","","","","B","B"
"20-01995_PRRT_20","1026.0","HIV-1 Subtype B","1b","100.0","1823.0","2848.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","1.0","99.0","1.0","0.786","0.214","B B B B B B B B B B B B B B","B B - B B - B - B B B B B B","HIV-1 Subtype B","54.0","27.54","26.46","","","","","","",""
